Inning,Over,Batting_Team,Player,Non_Striker,Baller,Runs,Extra
1,0.1,Rajasthan Royals,T Kohli,YK Pathan,GD McGrath,0,0
1,0.2,Rajasthan Royals,T Kohli,YK Pathan,GD McGrath,0,0
1,0.3,Rajasthan Royals,T Kohli,YK Pathan,GD McGrath,0,0
1,0.4,Rajasthan Royals,T Kohli,YK Pathan,GD McGrath,0,1
1,0.5,Rajasthan Royals,T Kohli,YK Pathan,GD McGrath,0,0
1,0.6,Rajasthan Royals,T Kohli,YK Pathan,GD McGrath,0,0
1,0.7,Rajasthan Royals,T Kohli,YK Pathan,GD McGrath,6,0
1,1.1,Rajasthan Royals,YK Pathan,T Kohli,B Geeves,1,0
1,1.2,Rajasthan Royals,T Kohli,YK Pathan,B Geeves,0,0
1,1.3,Rajasthan Royals,T Kohli,YK Pathan,B Geeves,0,0
1,1.4,Rajasthan Royals,T Kohli,YK Pathan,B Geeves,1,0
1,1.5,Rajasthan Royals,YK Pathan,T Kohli,B Geeves,4,0
1,1.6,Rajasthan Royals,YK Pathan,T Kohli,B Geeves,4,0
1,2.1,Rajasthan Royals,T Kohli,YK Pathan,GD McGrath,0,0
1,2.2,Rajasthan Royals,T Kohli,YK Pathan,GD McGrath,0,0
1,2.3,Rajasthan Royals,T Kohli,YK Pathan,GD McGrath,0,0
1,2.4,Rajasthan Royals,SR Watson,YK Pathan,GD McGrath,0,0
1,2.5,Rajasthan Royals,SR Watson,YK Pathan,GD McGrath,0,0
1,2.6,Rajasthan Royals,SR Watson,YK Pathan,GD McGrath,0,0
1,3.1,Rajasthan Royals,YK Pathan,SR Watson,B Geeves,1,0
1,3.2,Rajasthan Royals,SR Watson,YK Pathan,B Geeves,4,0
1,3.3,Rajasthan Royals,SR Watson,YK Pathan,B Geeves,4,0
1,3.4,Rajasthan Royals,SR Watson,YK Pathan,B Geeves,1,0
1,3.5,Rajasthan Royals,YK Pathan,SR Watson,B Geeves,0,0
1,3.6,Rajasthan Royals,SR Watson,M Kaif,B Geeves,4,0
1,4.1,Rajasthan Royals,M Kaif,SR Watson,GD McGrath,0,0
1,4.2,Rajasthan Royals,M Kaif,SR Watson,GD McGrath,0,0
1,4.3,Rajasthan Royals,M Kaif,SR Watson,GD McGrath,1,0
1,4.4,Rajasthan Royals,SR Watson,M Kaif,GD McGrath,4,0
1,4.5,Rajasthan Royals,SR Watson,M Kaif,GD McGrath,0,0
1,4.6,Rajasthan Royals,SR Watson,M Kaif,GD McGrath,1,0
1,5.1,Rajasthan Royals,SR Watson,M Kaif,MF Maharoof,0,0
1,5.2,Rajasthan Royals,SR Watson,M Kaif,MF Maharoof,1,0
1,5.3,Rajasthan Royals,M Kaif,SR Watson,MF Maharoof,0,0
1,5.4,Rajasthan Royals,M Kaif,SR Watson,MF Maharoof,0,1
1,5.5,Rajasthan Royals,SR Watson,M Kaif,MF Maharoof,1,0
1,5.6,Rajasthan Royals,M Kaif,SR Watson,MF Maharoof,0,0
1,6.1,Rajasthan Royals,SR Watson,M Kaif,R Bhatia,0,0
1,6.2,Rajasthan Royals,SR Watson,M Kaif,R Bhatia,1,0
1,6.3,Rajasthan Royals,M Kaif,DS Lehmann,R Bhatia,2,0
1,6.4,Rajasthan Royals,M Kaif,DS Lehmann,R Bhatia,0,0
1,6.5,Rajasthan Royals,M Kaif,DS Lehmann,R Bhatia,0,0
1,6.6,Rajasthan Royals,M Kaif,DS Lehmann,R Bhatia,1,0
1,7.1,Rajasthan Royals,M Kaif,DS Lehmann,MF Maharoof,0,1
1,7.2,Rajasthan Royals,DS Lehmann,M Kaif,MF Maharoof,1,0
1,7.3,Rajasthan Royals,M Kaif,DS Lehmann,MF Maharoof,1,0
1,7.4,Rajasthan Royals,DS Lehmann,M Kaif,MF Maharoof,0,0
1,7.5,Rajasthan Royals,RA Jadeja,M Kaif,MF Maharoof,0,0
1,7.6,Rajasthan Royals,RA Jadeja,M Kaif,MF Maharoof,1,0
1,8.1,Rajasthan Royals,RA Jadeja,M Kaif,R Bhatia,0,0
1,8.2,Rajasthan Royals,RA Jadeja,M Kaif,R Bhatia,0,0
1,8.3,Rajasthan Royals,RA Jadeja,M Kaif,R Bhatia,0,1
1,8.4,Rajasthan Royals,M Kaif,RA Jadeja,R Bhatia,1,0
1,8.5,Rajasthan Royals,RA Jadeja,M Kaif,R Bhatia,0,0
1,8.6,Rajasthan Royals,RA Jadeja,M Kaif,R Bhatia,1,0
1,9.1,Rajasthan Royals,RA Jadeja,M Kaif,MF Maharoof,0,1
1,9.2,Rajasthan Royals,M Kaif,RA Jadeja,MF Maharoof,1,0
1,9.3,Rajasthan Royals,RA Jadeja,M Kaif,MF Maharoof,1,0
1,9.4,Rajasthan Royals,M Kaif,RA Jadeja,MF Maharoof,1,0
1,9.5,Rajasthan Royals,RA Jadeja,M Kaif,MF Maharoof,1,0
1,9.6,Rajasthan Royals,M Kaif,RA Jadeja,MF Maharoof,1,0
1,10.1,Rajasthan Royals,M Kaif,RA Jadeja,R Bhatia,0,0
1,10.2,Rajasthan Royals,M Kaif,RA Jadeja,R Bhatia,0,0
1,10.3,Rajasthan Royals,M Kaif,RA Jadeja,R Bhatia,0,0
1,10.4,Rajasthan Royals,M Rawat,RA Jadeja,R Bhatia,1,0
1,10.5,Rajasthan Royals,RA Jadeja,M Rawat,R Bhatia,0,0
1,10.6,Rajasthan Royals,RA Jadeja,M Rawat,R Bhatia,1,0
1,11.1,Rajasthan Royals,RA Jadeja,M Rawat,DL Vettori,6,0
1,11.2,Rajasthan Royals,RA Jadeja,M Rawat,DL Vettori,4,0
1,11.3,Rajasthan Royals,RA Jadeja,M Rawat,DL Vettori,1,0
1,11.4,Rajasthan Royals,M Rawat,RA Jadeja,DL Vettori,0,0
1,11.5,Rajasthan Royals,M Rawat,RA Jadeja,DL Vettori,1,0
1,11.6,Rajasthan Royals,RA Jadeja,M Rawat,DL Vettori,0,0
1,12.1,Rajasthan Royals,M Rawat,RA Jadeja,R Bhatia,0,0
1,12.2,Rajasthan Royals,D Salunkhe,RA Jadeja,R Bhatia,4,0
1,12.3,Rajasthan Royals,D Salunkhe,RA Jadeja,R Bhatia,1,0
1,12.4,Rajasthan Royals,RA Jadeja,D Salunkhe,R Bhatia,0,2
1,12.5,Rajasthan Royals,D Salunkhe,RA Jadeja,R Bhatia,0,0
1,12.6,Rajasthan Royals,D Salunkhe,RA Jadeja,R Bhatia,1,0
1,12.7,Rajasthan Royals,RA Jadeja,D Salunkhe,R Bhatia,1,0
1,13.1,Rajasthan Royals,RA Jadeja,D Salunkhe,B Geeves,4,0
1,13.2,Rajasthan Royals,RA Jadeja,D Salunkhe,B Geeves,1,0
1,13.3,Rajasthan Royals,D Salunkhe,RA Jadeja,B Geeves,1,0
1,13.4,Rajasthan Royals,RA Jadeja,D Salunkhe,B Geeves,0,0
1,13.5,Rajasthan Royals,RA Jadeja,D Salunkhe,B Geeves,1,0
1,13.6,Rajasthan Royals,D Salunkhe,RA Jadeja,B Geeves,0,0
1,14.1,Rajasthan Royals,RA Jadeja,D Salunkhe,DL Vettori,6,0
1,14.2,Rajasthan Royals,RA Jadeja,D Salunkhe,DL Vettori,0,0
1,14.3,Rajasthan Royals,SK Warne,D Salunkhe,DL Vettori,0,0
1,14.4,Rajasthan Royals,SK Warne,D Salunkhe,DL Vettori,1,0
1,14.5,Rajasthan Royals,D Salunkhe,SK Warne,DL Vettori,1,0
1,14.6,Rajasthan Royals,SK Warne,D Salunkhe,DL Vettori,1,0
1,15.1,Rajasthan Royals,SK Warne,D Salunkhe,B Geeves,0,0
1,15.2,Rajasthan Royals,SK Warne,D Salunkhe,B Geeves,0,0
1,15.3,Rajasthan Royals,SK Warne,D Salunkhe,B Geeves,4,0
1,15.4,Rajasthan Royals,SK Warne,D Salunkhe,B Geeves,0,0
1,15.5,Rajasthan Royals,SK Warne,D Salunkhe,B Geeves,4,0
1,15.6,Rajasthan Royals,SK Warne,D Salunkhe,B Geeves,2,0
1,16.1,Rajasthan Royals,D Salunkhe,SK Warne,DL Vettori,1,0
1,16.2,Rajasthan Royals,SK Warne,D Salunkhe,DL Vettori,0,0
1,16.3,Rajasthan Royals,SK Warne,D Salunkhe,DL Vettori,1,0
1,16.4,Rajasthan Royals,D Salunkhe,SK Warne,DL Vettori,0,0
1,16.5,Rajasthan Royals,D Salunkhe,SK Warne,DL Vettori,1,0
1,16.6,Rajasthan Royals,SK Warne,D Salunkhe,DL Vettori,1,0
1,17.1,Rajasthan Royals,SK Warne,D Salunkhe,MF Maharoof,0,0
1,17.2,Rajasthan Royals,SK Trivedi,D Salunkhe,MF Maharoof,0,0
1,17.3,Rajasthan Royals,SK Trivedi,D Salunkhe,MF Maharoof,0,0
1,17.4,Rajasthan Royals,SK Trivedi,D Salunkhe,MF Maharoof,0,0
1,17.5,Rajasthan Royals,SK Trivedi,D Salunkhe,MF Maharoof,1,0
1,17.6,Rajasthan Royals,D Salunkhe,SK Trivedi,MF Maharoof,0,0
1,18.1,Rajasthan Royals,SK Trivedi,D Salunkhe,DL Vettori,0,0
1,18.2,Rajasthan Royals,SK Trivedi,D Salunkhe,DL Vettori,1,0
1,18.3,Rajasthan Royals,D Salunkhe,SK Trivedi,DL Vettori,4,0
1,18.4,Rajasthan Royals,D Salunkhe,SK Trivedi,DL Vettori,4,0
1,18.5,Rajasthan Royals,D Salunkhe,SK Trivedi,DL Vettori,0,0
1,18.6,Rajasthan Royals,D Salunkhe,SK Trivedi,DL Vettori,1,0
1,19.1,Rajasthan Royals,D Salunkhe,SK Trivedi,GD McGrath,4,0
1,19.2,Rajasthan Royals,D Salunkhe,SK Trivedi,GD McGrath,0,0
1,19.3,Rajasthan Royals,D Salunkhe,SK Trivedi,GD McGrath,1,0
1,19.4,Rajasthan Royals,SK Trivedi,D Salunkhe,GD McGrath,1,0
1,19.5,Rajasthan Royals,D Salunkhe,SK Trivedi,GD McGrath,2,0
1,19.6,Rajasthan Royals,D Salunkhe,SK Trivedi,GD McGrath,0,0
2,0.1,Delhi Daredevils,G Gambhir,V Sehwag,MM Patel,0,0
2,0.2,Delhi Daredevils,G Gambhir,V Sehwag,MM Patel,0,0
2,0.3,Delhi Daredevils,G Gambhir,V Sehwag,MM Patel,0,0
2,0.4,Delhi Daredevils,G Gambhir,V Sehwag,MM Patel,0,0
2,0.5,Delhi Daredevils,G Gambhir,V Sehwag,MM Patel,4,0
2,0.6,Delhi Daredevils,G Gambhir,V Sehwag,MM Patel,4,0
2,1.1,Delhi Daredevils,V Sehwag,G Gambhir,SR Watson,4,0
2,1.2,Delhi Daredevils,V Sehwag,G Gambhir,SR Watson,4,0
2,1.3,Delhi Daredevils,V Sehwag,G Gambhir,SR Watson,4,0
2,1.4,Delhi Daredevils,V Sehwag,G Gambhir,SR Watson,0,0
2,1.5,Delhi Daredevils,S Dhawan,G Gambhir,SR Watson,0,0
2,1.6,Delhi Daredevils,S Dhawan,G Gambhir,SR Watson,0,1
2,1.7,Delhi Daredevils,S Dhawan,G Gambhir,SR Watson,0,0
2,2.1,Delhi Daredevils,G Gambhir,S Dhawan,MM Patel,0,0
2,2.2,Delhi Daredevils,G Gambhir,S Dhawan,MM Patel,4,0
2,2.3,Delhi Daredevils,G Gambhir,S Dhawan,MM Patel,0,0
2,2.4,Delhi Daredevils,G Gambhir,S Dhawan,MM Patel,1,0
2,2.5,Delhi Daredevils,S Dhawan,G Gambhir,MM Patel,0,0
2,2.6,Delhi Daredevils,S Dhawan,G Gambhir,MM Patel,0,0
2,3.1,Delhi Daredevils,G Gambhir,S Dhawan,SR Watson,1,0
2,3.2,Delhi Daredevils,S Dhawan,G Gambhir,SR Watson,0,0
2,3.3,Delhi Daredevils,S Dhawan,G Gambhir,SR Watson,4,0
2,3.4,Delhi Daredevils,S Dhawan,G Gambhir,SR Watson,1,0
2,3.5,Delhi Daredevils,G Gambhir,S Dhawan,SR Watson,4,0
2,3.6,Delhi Daredevils,G Gambhir,S Dhawan,SR Watson,0,0
2,4.1,Delhi Daredevils,S Dhawan,G Gambhir,MM Patel,0,0
2,4.2,Delhi Daredevils,S Dhawan,G Gambhir,MM Patel,1,0
2,4.3,Delhi Daredevils,G Gambhir,S Dhawan,MM Patel,6,0
2,4.4,Delhi Daredevils,G Gambhir,S Dhawan,MM Patel,4,0
2,4.5,Delhi Daredevils,G Gambhir,S Dhawan,MM Patel,0,0
